timestamp,timestamp_sample,indicated_airspeed_m_s,true_airspeed_m_s,air_temperature_celsius,confidence
17892615,17862526,2.8422015,2.8414116,13.898388,1.0
18908061,18877991,-3.5404606,-3.5394917,13.898388,1.0
19908343,19880126,2.283681,2.2827106,13.800685,1.0
20898521,20864417,3.3931708,3.3922293,13.898388,1.0
21858411,21839678,-1.9864856,-1.9859564,13.898388,1.0
22899091,22864461,2.8921273,2.8909879,13.82511,1.0
23889270,23863032,-2.7431307,-2.7423728,13.898388,1.0
24879456,24836138,-3.109976,-3.1091375,13.898388,1.0
25879741,25856012,3.3931708,3.3922298,13.898388,1.0
26895165,26868902,-1.0407747,-1.0404906,13.898388,1.0
27895449,27868670,1.5337162,1.5332984,13.898388,1.0
28870473,28836324,-3.109976,-3.1091304,13.898388,1.0
29901087,29875035,-1.0407747,-1.0405,13.898388,1.0
30891242,30870249,2.8422015,2.8419092,13.996091,1.0
31891526,31855705,-0.8085627,-0.8084545,13.971666,1.0
32906967,32887678,-3.109976,-3.1093662,13.94724,1.0
33881991,33856608,3.2421577,3.2414484,13.922814,1.0
34857013,34831725,2.0174322,2.0172122,13.996092,1.0
35857290,35840961,-3.5404606,-3.5397103,13.930957,1.0
36862628,36835917,-3.109976,-3.1095896,13.996092,1.0
37878475,37857979,-1.0407733,-1.0405926,13.963524,1.0
38878359,38853462,5.1381664,5.136696,13.898388,1.0
39908964,39872026,6.4032507,6.401268,13.898388,1.0
40909236,40881508,6.2904816,6.287425,13.800685,1.0
41859001,41832212,7.849496,7.844397,13.70298,1.0
42874460,42847551,7.6556206,7.6507864,13.70298,1.0
43890514,43853083,7.514076,7.5083194,13.605276,1.0
44889541,44861260,7.369814,7.3629174,13.507572,1.0
45853687,45833051,7.3988914,7.3922133,13.507572,1.0
46907751,46875264,6.469968,6.464111,13.507571,1.0
47881895,47853846,7.369814,7.361977,13.409868,1.0
48886396,48859604,6.919003,6.9117665,13.409868,1.0
49886509,49846192,6.2904816,6.28316,13.344731,1.0
50886818,50856814,7.1429553,7.1343927,13.312164,1.0
51861816,51840857,6.2904816,6.282971,13.312164,1.0
52907916,52878186,6.980794,6.971375,13.214459,1.0
53882100,53838803,6.1987896,6.190395,13.21446,1.0
54871422,54826789,7.005357,6.994825,13.136297,1.0
55885755,55849529,6.4032497,6.3944755,13.21446,1.0
56860066,56832659,7.379519,7.369598,13.214459,1.0
57874371,57840019,6.919003,6.9082494,13.116756,1.0
58889060,58865304,7.0724664,7.061081,13.09233,1.0
59864083,59847163,6.4032507,6.3933935,13.116756,1.0
60894683,60866629,6.730229,6.7199016,13.116756,1.0
61884857,61859469,7.1829233,7.170464,13.019053,1.0
62870102,62835812,6.3696294,6.3586617,13.0190525,1.0
63860168,63832507,6.514067,6.5027914,13.019053,1.0
64900871,64874522,6.514067,6.5028644,13.019053,1.0
65906213,65878978,5.5789394,5.5692763,13.0190525,1.0
66881253,66851997,6.05865,6.0474424,12.953916,1.0
67906771,67889962,6.4032507,6.3909917,12.921349,1.0
68858395,68838505,7.1829233,7.1692758,12.921349,1.0
69846199,69827198,6.730229,6.7175407,12.921349,1.0
70860503,70825611,7.072467,7.058924,12.921349,1.0
71889801,71861119,6.730229,6.7169547,12.896923,1.0
72894122,72855892,6.762058,6.749145,12.921349,1.0
73893439,73860917,7.005357,6.99186,12.921349,1.0
74882760,74856196,6.568774,6.556175,12.921349,1.0
75857122,75824530,6.6013813,6.5886755,12.921349,1.0
76886437,76866275,5.1381664,5.128264,12.921349,1.0
77845746,77811067,6.762058,6.749037,12.921349,1.0
78875045,78847825,6.514067,6.5003867,12.823644,1.0
79864371,79831684,7.5710115,7.555005,12.823644,1.0
80893670,80869353,5.768167,5.755882,12.823644,1.0
81868005,81835876,7.5140767,7.498284,12.823645,1.0
82897299,82877767,7.3406215,7.3250966,12.823644,1.0
83870938,83848600,6.2904816,6.277188,12.823644,1.0
84861137,84836804,6.514067,6.5003867,12.823644,1.0
85876577,85856160,6.730229,6.7161703,12.823644,1.0
86876846,86853718,6.05865,6.046029,12.823644,1.0
87867032,87830300,6.730229,6.7162943,12.823645,1.0
88892572,88871099,6.730229,6.7161517,12.823644,1.0
89908022,89881729,6.7726336,6.7585106,12.823644,1.0
90872945,90846041,7.2226706,7.2065425,12.750367,1.0
91873280,91854981,6.730229,6.716028,12.823644,1.0
92888670,92863787,7.0724664,7.0562677,12.725941,1.0
93878852,93854917,6.469968,6.455128,12.725941,1.0
94838721,94804488,6.762058,6.7464705,12.725941,1.0
95869322,95849850,7.042042,7.0257473,12.725941,1.0
96859508,96838456,7.1829233,7.1663656,12.725941,1.0
97910316,97876801,5.6172943,5.604082,12.725941,1.0
98887242,98855509,6.568774,6.55334,12.725941,1.0
99876419,99850586,6.730229,6.714449,12.725941,1.0
100865539,100845807,5.1381664,5.1260433,12.725941,1.0
101879638,101847689,6.980794,6.9642406,12.725941,1.0
102908787,102880471,6.730229,6.7141495,12.725941,1.0
103898161,103871079,6.919003,6.9024568,12.725941,1.0
104847186,104826149,6.7302294,6.7140837,12.725941,1.0
105861167,105833113,5.462257,5.44912,12.725941,1.0
106905291,106877365,7.2226706,7.2051206,12.725941,1.0
107879413,107850459,7.1829233,7.1655145,12.725941,1.0
108893524,108865692,6.05865,6.043881,12.725941,1.0
109867678,109836335,7.0724664,7.0550866,12.725941,1.0
110881791,110851584,7.379519,7.3614874,12.725941,1.0
111860946,111840345,5.6172943,5.603452,12.725941,1.0
112859076,112835526,6.5687747,6.551375,12.628237,1.0
113864418,113834852,6.7726336,6.7553544,12.693372,1.0
114863312,114815657,7.0724664,7.053635,12.628237,1.0
115882437,115852215,7.379519,7.3597913,12.628238,1.0
116896545,116869596,6.730229,6.712072,12.628237,1.0
117885789,117858321,7.222671,7.2031503,12.628237,1.0
118900019,118870448,7.0724664,7.053282,12.628237,1.0
119899091,119859238,6.568774,6.5507936,12.628237,1.0
120848106,120817777,6.514067,6.4962935,12.628238,1.0
121892327,121856542,6.762058,6.7435346,12.628237,1.0
122856358,122818572,5.768167,5.752314,12.628237,1.0
123885464,123864106,6.7726336,6.7539444,12.628238,1.0
124909575,124875648,5.6172943,5.6018233,12.628237,1.0
125883728,125850514,6.0586505,6.04202,12.628237,1.0
126887854,126852135,5.179787,5.16545,12.628237,1.0
127851827,127821995,6.244804,6.227556,12.628238,1.0
128906098,128886147,4.220428,4.2087765,12.628237,1.0
129905420,129874708,5.1935863,5.178921,12.595669,1.0
130844786,130814523,6.244804,6.2266765,12.530533,1.0
131859105,131832115,4.515378,4.502254,12.530533,1.0
132848436,132820464,4.011766,4.0000277,12.530533,1.0
133862757,133833551,4.609502,4.596145,12.530533,1.0
134877106,134857306,5.221075,5.2058697,12.530533,1.0
135906371,135881835,3.866407,3.8550816,12.530533,1.0
136865723,136831685,4.220428,4.208114,12.530533,1.0
137885034,137846845,3.307722,3.2982183,12.530533,1.0
138869371,138835506,4.747191,4.7333875,12.530533,1.0
139898677,139867054,1.7433834,1.7383054,12.530533,1.0
140903025,140877708,4.609502,4.5960073,12.530533,1.0
141877353,141853169,2.4057798,2.3987975,12.530533,1.0
142891673,142866337,4.011766,4.0000567,12.530533,1.0
143895995,143870358,2.941206,2.9326415,12.530533,1.0
144855344,144823457,3.202174,3.1929576,12.530533,1.0
145859654,145822230,-1.0407747,-1.0376494,12.481681,1.0
146898952,146876396,-1.0407733,-1.0377635,12.530533,1.0
147848311,147819278,-1.0407747,-1.0377574,12.530533,1.0
148877619,148848693,3.3931708,3.3833044,12.530533,1.0
149851976,149825990,-1.6736066,-1.6687549,12.530533,1.0
150906262,150877860,2.4057813,2.3987978,12.530533,1.0
151895618,151863171,2.283681,2.2770293,12.530533,1.0
152869931,152835219,2.4057798,2.3987606,12.530533,1.0
153859265,153835936,-1.0407733,-1.0377522,12.530533,1.0
154903562,154875943,-1.6736066,-1.6687608,12.530533,1.0
155887899,155854432,-1.0407747,-1.0377691,12.530533,1.0
156877262,156852551,-1.7973299,-1.7921126,12.530533,1.0
157866568,157843539,1.5337162,1.5292413,12.530533,1.0
158895874,158863039,-1.0407747,-1.037769,12.530533,1.0
159885231,159856116,3.3931708,3.383388,12.530533,1.0
160859552,160823792,-2.3189616,-2.3122478,12.530533,1.0
161848888,161828963,-1.0407733,-1.0377495,12.530533,1.0
162903184,162871087,1.6418982,1.6371316,12.530533,1.0
163852544,163819571,1.5337162,1.529249,12.530533,1.0
164907048,164874634,0.9889819,0.9861108,12.530533,1.0
165871184,165832972,2.4057813,2.3992002,12.603811,1.0
166885510,166858207,-1.0407747,-1.0377637,12.530533,1.0
167899845,167871417,2.8422015,2.8344417,12.628238,1.0
168874169,168839078,-1.6736066,-1.66904,12.628237,1.0
169878513,169857944,-1.0407733,-1.03795,12.628238,1.0
170877818,170850714,-2.6094134,-2.6022835,12.628238,1.0
171842174,171804882,-2.7431312,-2.7356493,12.628237,1.0
172896467,172876637,-1.9864856,-1.9810549,12.628238,1.0
173895927,173869268,-1.0407733,-1.0379349,12.628238,1.0
174900123,174880217,-1.0407733,-1.0379266,12.628238,1.0
175874469,175848928,-2.3189616,-2.312648,12.628237,1.0
176838819,176808803,-1.9864856,-1.9810578,12.628238,1.0
177878143,177850723,2.8422015,2.8344917,12.628238,1.0
178907435,178881394,2.8921273,2.8842533,12.628237,1.0
179856999,179829992,-1.7973307,-1.7924258,12.628237,1.0
180886106,180865458,-1.0407733,-1.0379347,12.628238,1.0
181870473,181840609,-1.9864856,-1.9810654,12.628238,1.0
182859788,182828603,2.2836802,2.2774103,12.628238,1.0
183904093,183884040,-2.3189616,-2.3126168,12.628237,1.0
184878431,184846071,-3.3748622,-3.365753,12.628237,1.0
185882775,185857157,-1.0407733,-1.0379397,12.628238,1.0
186907074,186881421,-1.9864856,-1.9810965,12.628238,1.0
187886416,187861249,2.2836802,2.2774742,12.628238,1.0
188885746,188851127,-2.6637056,-2.6564043,12.628237,1.0
189875093,189849897,-1.7973299,-1.7924306,12.628237,1.0
