timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,samples
17561044,17560687,3932210,0.03273025,-0.013848438,0.0057257963,35.624237,0,20
18562635,18562279,3932210,0.03459446,-0.015552861,0.004314321,35.526318,0,20
19561730,19561375,3932210,0.033262882,-0.009853696,0.004580637,35.624237,0,20
20563450,20563093,3932210,0.03534015,-0.011052119,0.0070840083,35.673195,0,20
21560048,21559692,3932210,0.036751624,-0.011345066,0.0049801115,35.869034,0,20
22561646,22561288,3932210,0.035952676,-0.01272991,0.007403588,35.820072,0,20
23563391,23563010,3932210,0.034301516,-0.014407702,0.004740427,35.869034,0,20
24562468,24562113,3932210,0.031265512,-0.013022858,0.0056991647,35.820072,0,20
25561569,25561210,3932210,0.034780882,-0.017789917,0.010945592,35.966953,0,20
26563162,26562809,3932210,0.03451457,-0.015259913,0.007190535,35.869034,0,20
27562422,27561786,3932210,0.03800331,-0.013608754,0.0023435818,35.771114,0,20
28561371,28561014,3932210,0.03635215,-0.013422332,0.0050067427,36.01591,0,20
29560473,29560118,3932210,0.03688478,-0.010652645,0.0050333743,35.966953,0,20
30562076,30561720,3932210,0.034993935,-0.00990696,0.0052464274,36.064873,0,20
31563687,31563323,3932210,0.040480047,-0.012037489,0.0045540053,35.869034,0,20
32560285,32559931,3932210,0.03123888,-0.013342437,0.00314253,36.064873,0,20
33561892,33561536,3932210,0.037257623,-0.015259913,0.007243798,36.162792,0,20
34563495,34563140,3932210,0.038376153,-0.016431704,0.005885586,35.966953,0,20
35560109,35559750,3932210,0.028655613,-0.015579493,0.022370553,36.162792,0,20
36561712,36561356,3932210,0.01422128,-0.01784318,0.018242653,36.01591,0,20
37563318,37562963,3932210,0.043356262,-0.014753913,0.011691277,36.064873,0,20
38562430,38562075,3932210,0.0020772656,-0.02016013,0.0072970614,36.30967,0,20
39561544,39561187,3932210,0.057098173,-0.01784318,0.00644485,36.30967,0,20
40563152,40562798,3932210,0.07326356,-0.054435015,-0.0071372716,36.162792,0,20
41562391,41562036,3932210,0.03914847,-0.014860439,0.00990696,36.30967,0,20
42561507,42561151,3932210,0.04053331,-0.010066749,0.007856325,36.35863,0,20
43560643,43560263,3932210,0.05273059,-0.027031085,0.007536746,36.40759,0,20
44562252,44561875,3932210,0.037257623,-0.020612868,0.01968076,36.30967,0,20
45563869,45563487,3932210,0.052757222,-0.009480854,0.026711507,36.35863,0,20
46560481,46560105,3932210,0.039574575,-0.0063383235,-0.0034621095,36.50551,0,20
47562101,47561718,3932210,0.027616981,-0.0131826475,-0.013315805,36.554466,0,20
48563711,48563331,3932210,0.024847293,-0.0314253,-0.01720402,36.35863,0,20
49560323,49559951,3932210,0.04447479,-0.010546118,0.013262542,36.50551,0,20
50561920,50561564,3932210,0.033742253,-0.016618125,0.019467708,36.50551,0,20
51563534,51563179,3932210,0.02514024,-0.014034859,-0.029161613,36.50551,0,20
52562652,52562297,3932210,0.055233963,-0.0155262295,-0.011451593,36.50551,0,20
53561769,53561415,3932210,0.050147325,-0.014061491,0.057071544,36.554466,0,20
54560891,54560535,3932210,0.040400155,-0.019307919,0.008175905,36.701347,0,20
55562504,55562149,3932210,0.024687503,-0.008016115,-0.04679174,36.50551,0,20
56561624,56561268,3932210,0.033848777,-0.014487596,0.0027696874,36.701347,0,20
57560745,57560387,3932210,0.060879864,-0.018695392,0.0145408595,36.50551,0,20
58562359,58562004,3932210,0.050173957,-0.0065780077,0.018402442,36.701347,0,20
59563978,59563622,3932210,0.010226538,-0.018695392,-0.008042746,36.50551,0,20
60560598,60560244,3932210,0.018881813,-0.015632756,-0.026338663,36.554466,0,20
61562220,61561862,3932210,0.041252367,-0.012969594,0.03962784,36.50551,0,20
62563834,62563480,3932210,0.050173957,-0.016325178,0.013022858,36.554466,0,20
63560457,63560103,3932210,0.041039314,-0.009321064,-0.02000034,36.40759,0,20
64562078,64561722,3932210,0.015180019,-0.014194649,0.0051665325,36.603428,0,20
65563700,65563341,3932210,0.042211104,-0.013928332,0.028176244,36.603428,0,20
66562817,66562462,3932210,0.041731734,-0.008948221,0.015126755,36.50551,0,20
67561939,67561584,3932210,0.02495382,-0.013608754,-0.0066046393,36.554466,0,20
68561085,68560707,3932210,0.017417073,-0.02031992,0.023542345,36.554466,0,20
69562683,69562329,3932210,0.07091998,-0.013235911,0.036272254,36.554466,0,20
70559320,70558955,3932210,0.051478904,-0.01174454,-0.038589206,36.848225,0,20
71560935,71560580,3932210,0.019920446,-0.013156015,-0.0022903185,36.554466,0,20
72562558,72562201,3932210,0.03736415,-0.011478225,0.011265172,36.50551,0,20
73564303,73563820,3932210,0.04143879,-0.00958738,0.012277173,36.848225,0,20
74560927,74560572,3932210,0.018775286,-0.011265172,0.030466562,36.701347,0,20
75562589,75562194,3932210,0.05717807,-0.01536644,0.011664646,36.554466,0,20
76564175,76563816,3932210,0.035499938,-0.015978966,-0.014567492,36.701347,0,20
77560808,77560442,3932210,0.024261398,-0.019148128,0.0057790596,36.701347,0,20
78562421,78562065,3932210,0.035659727,-0.017736653,0.0044474793,36.750305,0,20
79561546,79561190,3932210,0.02663161,-0.007323693,-0.000958738,36.848225,0,20
80563346,80562687,3932210,0.028256139,-0.013156015,-0.016777916,36.603428,0,20
81559793,81559440,3932210,0.033475935,-0.027004454,0.024021713,36.750305,0,20
82561418,82561063,3932210,0.051691957,-0.0023702134,0.01587244,36.946144,0,20
83563041,83562686,3932210,0.029880667,-0.019467708,-0.019627497,36.603428,0,20
84559669,84559314,3932210,0.038775627,-0.010333065,0.0147272805,36.701347,0,20
85561293,85560937,3932210,0.036192358,-0.015286544,0.02663161,36.554466,0,20
86562914,86562561,3932210,0.03286341,-0.008042746,0.011158645,36.701347,0,20
87564541,87564185,3932210,0.04282363,-0.014674018,0.020719394,36.897186,0,20
88561167,88560813,3932210,0.046019424,-0.017656758,-0.0018908444,36.701347,0,20
89562794,89562437,3932210,0.044075318,-0.01107875,0.0008255799,36.848225,0,20
90561918,90561564,3932210,0.027883297,-0.01355549,-0.0064714816,36.897186,0,20
91561045,91560690,3932210,0.046418898,-0.011957593,0.0054594805,36.848225,0,20
92562674,92562315,3932210,0.028309403,-0.025885927,0.02530003,36.603428,0,20
93561797,93561442,3932210,0.046738476,-0.009640643,0.011504856,37.044064,0,20
94563423,94563067,3932210,0.04282363,-0.012596752,-0.009933591,37.044064,0,20
95560051,95559696,3932210,0.012463594,-0.01968076,-0.027963191,36.946144,0,20
96561731,96561323,3932210,0.033609092,-0.018322548,0.014301175,36.946144,0,20
97563302,97562947,3932210,0.044181842,-0.011291803,0.032996565,36.554466,0,20
98559953,98559576,3932210,0.020133497,-0.007723167,-0.017923074,36.848225,0,20
99561587,99561204,3932210,0.03171825,-0.013528858,0.012117383,36.848225,0,20
100563207,100562829,3932210,0.045540053,-0.013741911,0.028229509,36.946144,0,20
101562335,101561958,3932210,0.02926814,-0.014327806,-0.011185276,36.946144,0,20
102561466,102561087,3932210,0.036618464,-0.01685781,-0.009480854,36.701347,0,20
103563093,103562714,3932210,0.02396845,-0.014780544,0.016591493,36.701347,0,20
104562224,104561843,3932210,0.036192358,-0.01504686,0.016165389,36.946144,0,20
105561354,105560972,3932210,0.032091092,-0.009640643,0.0102531705,36.946144,0,20
106560481,106560101,3932210,0.02974751,-0.017443705,-0.0056991647,36.897186,0,20
107562112,107561728,3932210,0.050972905,-0.022024343,0.00247674,36.848225,0,20
108561242,108560858,3932210,0.051052798,-0.021038972,0.021571605,36.848225,0,20
109560364,109559987,3932210,0.020959077,-0.0011451592,-0.028149612,36.946144,0,20
110561994,110561614,3932210,0.02348908,-0.011451593,-0.008415589,36.897186,0,20
111563618,111563242,3932210,0.043223105,-0.01355549,0.022903185,36.603428,0,20
112560255,112559874,3932210,0.041252367,-0.014993597,0.010652645,36.946144,0,20
113561860,113561502,3932210,0.020932447,-0.011664646,0.010546118,37.044064,0,20
114563507,114563129,3932210,0.032463934,-0.015126755,0.010333065,37.093025,0,20
115562638,115562259,3932210,0.05238438,-0.010626012,0.00090547476,36.897186,0,20
116561769,116561389,3932210,0.02463424,-0.007803062,-0.027670244,36.946144,0,20
117561048,117560520,3932210,0.027244138,-0.01520665,0.01422128,37.044064,0,20
118562526,118562148,3932210,0.036565203,-0.015233281,0.017443705,36.701347,0,20
119561655,119561278,3932210,0.049135324,-0.014460965,0.004713795,36.946144,0,20
120560787,120560409,3932210,0.030466562,-0.018189391,-0.009853696,36.946144,0,20
121562419,121562037,3932210,0.022796659,-0.009693907,-0.019068234,36.848225,0,20
122564042,122563666,3932210,0.036485307,-0.0121972775,0.024074977,36.750305,0,20
123560679,123560299,3932210,0.032783512,-0.009054747,0.023355924,37.093025,0,20
124562305,124561927,3932210,0.032943305,-0.0057257963,0.00021305289,37.044064,0,20
125563936,125563556,3932210,0.036938045,0.02098571,-0.00958738,36.946144,0,20
126560570,126560190,3932210,0.053769223,0.0009321064,0.037310887,36.946144,0,20
127562298,127561819,3932210,0.013582122,-0.053982276,0.023888554,36.946144,0,20
128563926,128563573,3932210,0.050360378,0.021278657,-0.000106526444,36.848225,0,20
129563097,129562704,3932210,0.038429413,-0.013315805,-0.005406217,37.044064,0,20
130562191,130561836,3932210,0.026498454,-0.05145227,0.003222425,36.897186,0,20
131561323,131560968,3932210,0.031292144,-0.06237123,-0.0014114754,36.897186,0,20
132563077,132562722,3932210,0.044235107,-0.046392266,0.0010918961,36.848225,0,20
133559710,133559356,3932210,0.03771036,-0.043249737,0.0021837922,37.044064,0,20
134561340,134560986,3932210,0.02002697,0.009347696,0.013262542,37.093025,0,20
135562973,135562616,3932210,-0.0018642128,-0.030386668,0.0226635,36.897186,0,20
136564600,136564245,3932210,0.07749799,0.009640643,0.01834918,36.848225,0,20
137561236,137560880,3932210,0.06559366,0.007536746,0.017923074,36.946144,0,20
138562864,138562509,3932210,0.080267675,-0.019947076,0.0025566346,36.750305,0,20
139561996,139561641,3932210,0.029507825,-0.02561961,-0.017283916,36.946144,0,20
140561128,140560774,3932210,0.08423579,-0.030812774,-0.03270362,37.141983,0,20
141560260,141559906,3932210,0.043809,0.000479369,-0.031158986,36.897186,0,20
142561889,142561536,3932210,0.038828887,-0.023249397,0.002130529,37.044064,0,20
143561346,143560669,3932210,0.08644621,0.0018908444,-0.01984055,36.897186,0,20
144560287,144559926,3932210,-0.010492855,-0.01304949,0.015446334,36.848225,0,20
145562038,145561683,3932210,0.03123888,-0.0062051653,0.012250541,37.044064,0,20
146563666,146563312,3932210,0.057870492,-0.019574234,0.009241169,37.044064,0,20
147560301,147559947,3932210,0.030200247,-0.0009321064,-0.002530003,37.141983,0,20
148561932,148561578,3932210,0.025672873,-0.0045273737,7.989483e-05,37.044064,0,20
149563564,149563208,3932210,0.027031085,-0.010998855,-0.016298546,37.044064,0,20
150562698,150562342,3932210,0.0069774822,-0.02000034,-0.0026631611,36.848225,0,20
151561831,151561475,3932210,0.018508969,-0.010572749,0.005139901,37.141983,0,20
152563460,152563106,3932210,0.030519826,-0.010306434,0.0030093722,36.897186,0,20
153562595,153562239,3932210,0.043223105,-0.016777916,0.018429074,36.946144,0,20
154561727,154561372,3932210,0.060613547,-0.0052197957,0.014594123,36.946144,0,20
155560909,155560506,3932210,0.04282363,-0.035819516,0.019893814,37.044064,0,20
156562492,156562137,3932210,0.026525084,-0.018056232,0.011984225,37.38678,0,20
157564123,157563768,3932210,0.03952131,-0.025246767,0.00495348,37.141983,0,20
158560760,158560404,3932210,0.023755398,-0.014487596,0.0021038973,36.897186,0,20
159562391,159562036,3932210,0.033129726,-0.008309063,0.011957593,37.093025,0,20
160564024,160563668,3932210,0.03797668,-0.018562233,0.0057790596,37.044064,0,20
161560662,161560304,3932210,0.036565203,-0.014487596,0.0017843179,37.239902,0,20
162562292,162561936,3932210,0.03542004,-0.01667139,0.00479369,36.946144,0,20
163563923,163563568,3932210,0.024820661,-0.015552861,0.008309063,37.044064,0,20
164563060,164562703,3932210,0.04378237,-0.011717909,0.003621899,37.093025,0,20
165562193,165561837,3932210,0.03187804,-0.014194649,0.0058589545,37.044064,0,20
166561336,166560971,3932210,0.03904194,-0.01584581,0.005965481,36.946144,0,20
167562961,167562604,3932210,0.052464273,-0.01438107,0.004261058,36.946144,0,20
168559598,168559240,3932210,0.033316147,-0.019068234,0.008042746,36.946144,0,20
169561345,169560873,3932210,0.02530003,-0.017097494,0.010333065,36.946144,0,20
170562861,170562505,3932210,0.043809,-0.010705908,0.0036485307,37.044064,0,20
171564620,171564263,3932210,0.038908783,-0.010359697,0.0057790596,37.141983,0,20
172561269,172560900,3932210,0.035499938,-0.015286544,0.004873585,37.044064,0,20
173562887,173562533,3932210,0.038216364,-0.012863068,0.002130529,37.044064,0,20
174562022,174561668,3932210,0.02894856,-0.014141385,0.0068709557,37.093025,0,20
175561157,175560803,3932210,0.03885552,-0.01222391,0.0007190535,37.044064,0,20
176560293,176559938,3932210,0.03733752,-0.011797803,0.006231797,37.141983,0,20
177561927,177561572,3932210,0.03355583,-0.016192019,0.0041545313,37.093025,0,20
178561062,178560707,3932210,0.03459446,-0.015126755,0.005752428,36.946144,0,20
179560198,179559843,3932210,0.04247742,-0.015579493,0.004394216,37.044064,0,20
180561834,180561477,3932210,0.03334278,-0.011877699,0.00069242186,37.093025,0,20
181563469,181563111,3932210,0.037816886,-0.011771172,0.0022903185,37.044064,0,20
182560104,182559749,3932210,0.037657097,-0.012596752,0.005273059,37.141983,0,20
183561758,183561383,3932210,0.03704457,-0.014567492,0.0049801115,37.239902,0,20
184563374,184563018,3932210,0.02860235,-0.012809805,0.0051665325,37.093025,0,20
185562508,185562153,3932210,0.035127096,-0.013635385,0.0059921127,37.141983,0,20
186561644,186561289,3932210,0.033369407,-0.015126755,0.006151902,36.946144,0,20
187560781,187560426,3932210,0.034301516,-0.014301175,0.007057377,37.239902,0,20
188562539,188562060,3932210,0.034754254,-0.014088122,0.00495348,37.38678,0,20
189561683,189561321,3932210,0.03802994,-0.012863068,0.0011717909,37.239902,0,20
