timestamp,main_state_changes,main_state
538968683,2,0
539470660,2,0
539980664,2,0
540490676,2,0
541000643,2,0
541509643,2,0
542018642,2,0
542528664,2,0
543029684,2,0
543539662,2,0
544049640,2,0
544559658,2,0
545070642,2,0
545579646,2,0
546089642,2,0
546599642,2,0
547109642,2,0
547618740,2,0
548128641,2,0
548637642,2,0
549146641,2,0
549656663,2,0
550166662,2,0
550676643,2,0
551186663,2,0
551696643,2,0
552206676,2,0
552716642,2,0
553226655,2,0
553736966,2,0
554247099,2,0
554755641,2,0
555265641,2,0
555775641,2,0
556285641,2,0
556795641,2,0
557305672,2,0
557815642,2,0
558324660,2,0
558834642,2,0
559344642,2,0
559854661,2,0
560364641,2,0
560874663,2,0
561384641,2,0
561894642,2,0
562404641,2,0
562913642,2,0
563414874,2,0
563923646,2,0
564433641,2,0
564943661,2,0
565453677,2,0
565963671,2,0
566473661,2,0
566983642,2,0
567492665,2,0
568002641,2,0
568512642,2,0
568703642,2,0
569213653,2,0
569722643,2,0
569913671,2,0
570424644,2,0
570934660,2,0
571444939,2,0
571954876,2,0
572464843,2,0
572974789,2,0
573484708,2,0
573993642,2,0
574504691,2,0
575013677,2,0
575523641,2,0
576033641,2,0
576543641,2,0
577053640,2,0
577563641,2,0
578073642,2,0
578583643,2,0
579093643,2,0
579603641,2,0
580113662,2,0
580622643,2,0
581134466,2,0
581643987,2,0
582154214,2,0
582498643,2,0
583007642,2,0
583518041,2,0
583707643,2,0
584216641,2,0
584726642,2,0
585236655,2,0
585746641,2,0
586256642,2,0
586766641,2,0
587276656,2,0
587785704,2,0
588296663,2,0
588805658,2,0
589315641,2,0
589825642,2,0
590336903,2,0
590845642,2,0
591355662,2,0
591865642,2,0
592089075,3,4
592589647,3,4
593100030,3,4
593608665,3,4
593623772,3,4
594133646,3,4
594643645,3,4
595143665,3,4
595653659,3,4
596162646,3,4
596673284,3,4
597083736,3,4
597264793,3,4
597774645,3,4
598284646,3,4
598794646,3,4
599304677,3,4
599814646,3,4
600323648,3,4
600834381,3,4
601343661,3,4
601843666,3,4
602044737,3,4
602554650,3,4
602624774,3,4
603134646,3,4
603634661,3,4
604144646,3,4
604653645,3,4
605163645,3,4
605673645,3,4
606183660,3,4
606693680,3,4
607203645,3,4
607713665,3,4
608222671,3,4
608733044,3,4
609241645,3,4
609750668,3,4
610261257,3,4
610770648,3,4
611280646,3,4
611790646,3,4
612300645,3,4
612800665,3,4
613310647,3,4
613511737,3,4
613581060,3,4
614089645,3,4
614599668,3,4
614746740,3,4
614816812,3,4
615326646,3,4
615418739,3,4
615906775,3,4
616417692,3,4
616816738,3,4
617326665,3,4
617836732,3,4
618346645,3,4
618856765,3,4
618903796,3,4
619414660,3,4
619923645,3,4
620433645,3,4
620943665,3,4
621453648,3,4
621743760,3,4
622252646,3,4
622762646,3,4
623272645,3,4
623782645,3,4
624292646,3,4
624801687,3,4
625311666,3,4
625821646,3,4
626331645,3,4
626841645,3,4
627351646,3,4
627861645,3,4
628371663,3,4
628882647,3,4
629392645,3,4
629902647,3,4
630412685,3,4
630922737,3,4
631432700,3,4
631942645,3,4
632451654,3,4
632960646,3,4
633469842,3,4
633978646,3,4
634488665,3,4
634998646,3,4
635507645,3,4
636016665,3,4
636526646,3,4
637036645,3,4
637546663,3,4
638055645,3,4
638565645,3,4
639075645,3,4
639585646,3,4
640095646,3,4
640605645,3,4
641115664,3,4
641625645,3,4
642125647,3,4
642634646,3,4
643144674,3,4
643654644,3,4
644164645,3,4
644674646,3,4
645184644,3,4
645694645,3,4
646205930,3,4
646716229,3,4
647225777,3,4
647736666,3,4
648247260,3,4
648756652,3,4
649265649,3,4
649775014,3,4
650284670,3,4
650794645,3,4
651294669,3,4
651803646,3,4
652313677,3,4
652823645,3,4
653334061,3,4
653843645,3,4
654354051,3,4
654863647,3,4
655373645,3,4
655883645,3,4
656393661,3,4
656903646,3,4
657413665,3,4
657924711,3,4
658433647,3,4
658943665,3,4
659453665,3,4
659963668,3,4
660472645,3,4
660982647,3,4
661483948,3,4
661994438,3,4
662504708,3,4
663014647,3,4
663523644,3,4
664033645,3,4
664544645,3,4
665054761,3,4
665563645,3,4
666073645,3,4
666583645,3,4
667093041,3,4
667603305,3,4
668112975,3,4
668622770,3,4
669133645,3,4
669642646,3,4
670152646,3,4
670662646,3,4
671172666,3,4
671681646,3,4
672182430,3,4
672691711,3,4
673201660,3,4
673702045,3,4
674212078,3,4
674721854,3,4
675231828,3,4
675741767,3,4
676250648,3,4
676750894,3,4
677260676,3,4
677770648,3,4
678280665,3,4
678790645,3,4
679300647,3,4
679810646,3,4
680310668,3,4
680820939,3,4
681330920,3,4
681840773,3,4
682351693,3,4
682861665,3,4
683371645,3,4
683881646,3,4
684391658,3,4
684900646,3,4
685410897,3,4
685919647,3,4
686429645,3,4
686939968,3,4
687449902,3,4
687959860,3,4
688468645,3,4
688978645,3,4
689488645,3,4
689998646,3,4
690508645,3,4
691018665,3,4
691528646,3,4
692038645,3,4
692548646,3,4
693059646,3,4
693560646,3,4
694071004,3,4
694580692,3,4
695090647,3,4
695600646,3,4
696110645,3,4
696620658,3,4
697130681,3,4
697640646,3,4
698149667,3,4
698659662,3,4
699168646,3,4
699678665,3,4
700179647,3,4
700689665,3,4
701199665,3,4
701709665,3,4
702219646,3,4
702728665,3,4
703237646,3,4
703746646,3,4
704256646,3,4
704767189,3,4
705276646,3,4
705787333,3,4
706296946,3,4
706807535,3,4
707316855,3,4
707825646,3,4
708335648,3,4
708845645,3,4
709355648,3,4
709864645,3,4
710374646,3,4
710884646,3,4
711394645,3,4
711894660,3,4
712404647,3,4
712914645,3,4
713424645,3,4
713934664,3,4
714443727,3,4
714953659,3,4
715464645,3,4
715965719,3,4
716474646,3,4
716985156,3,4
717493645,3,4
718003646,3,4
718513659,3,4
719023645,3,4
719533646,3,4
720043645,3,4
720553646,3,4
721062645,3,4
721572646,3,4
722082646,3,4
722592645,3,4
723102647,3,4
723612645,3,4
724122646,3,4
724632664,3,4
724991037,3,4
725500646,3,4
726010647,3,4
726520658,3,4
727029644,3,4
727539646,3,4
728049645,3,4
728559649,3,4
729069645,3,4
729580646,3,4
730090646,3,4
730600645,3,4
731110645,3,4
731620665,3,4
732130664,3,4
732640647,3,4
733150644,3,4
733660646,3,4
734160665,3,4
734670646,3,4
735179647,3,4
735689646,3,4
736199645,3,4
736709675,3,4
737219646,3,4
737729645,3,4
738239646,3,4
738749645,3,4
739259646,3,4
739769645,3,4
740279646,3,4
740789646,3,4
741298648,3,4
741808645,3,4
742318646,3,4
742829930,3,4
743339700,3,4
743849806,3,4
744359649,3,4
744869647,3,4
745379646,3,4
745889674,3,4
746399947,3,4
746909902,3,4
747419799,3,4
747930049,3,4
748439646,3,4
748949646,3,4
749459647,3,4
749968866,3,4
750478645,3,4
750988663,3,4
751498666,3,4
752009004,3,4
752518872,3,4
753028760,3,4
753538805,3,4
754048645,3,4
754557646,3,4
755066646,3,4
755576645,3,4
756086646,3,4
756596665,3,4
757106646,3,4
757616646,3,4
758126646,3,4
758637709,3,4
759146646,3,4
759655646,3,4
760165646,3,4
760675646,3,4
761185645,3,4
761695647,3,4
762205646,3,4
762715646,3,4
763225645,3,4
763735648,3,4
764245645,3,4
764754667,3,4
765264647,3,4
765774645,3,4
766284645,3,4
766794646,3,4
767304646,3,4
767814645,3,4
768324646,3,4
768834646,3,4
769344664,3,4
769854665,3,4
770364659,3,4
770874646,3,4
771385646,3,4
771895646,3,4
772405645,3,4
772914681,3,4
773424923,3,4
773935387,3,4
774445184,3,4
774954945,3,4
775464647,3,4
775974647,3,4
776474667,3,4
776983647,3,4
777493646,3,4
778002665,3,4
778512667,3,4
779023985,3,4
779534105,3,4
780042645,3,4
780552646,3,4
781062693,3,4
781572646,3,4
782082646,3,4
782592646,3,4
783102673,3,4
783612979,3,4
784123206,3,4
784633645,3,4
785133859,3,4
785643645,3,4
786153645,3,4
786663644,3,4
787173658,3,4
787682661,3,4
788192666,3,4
788702646,3,4
789212645,3,4
789722665,3,4
790232646,3,4
790742646,3,4
791252646,3,4
791762645,3,4
792262665,3,4
792772646,3,4
793281884,3,4
793791659,3,4
794301647,3,4
794811646,3,4
795321646,3,4
795831646,3,4
796341646,3,4
796851645,3,4
797361645,3,4
797871646,3,4
798381645,3,4
798891646,3,4
799400856,3,4
799910645,3,4
800420661,3,4
800930664,3,4
801440645,3,4
801950645,3,4
802460645,3,4
802970647,3,4
803481742,3,4
803990645,3,4
804500646,3,4
805010646,3,4
805510670,3,4
806019887,3,4
806529667,3,4
807039665,3,4
807549646,3,4
808059645,3,4
808569645,3,4
809079646,3,4
809589645,3,4
810099646,3,4
810609644,3,4
811119648,3,4
811629645,3,4
812139708,3,4
812648852,3,4
813157646,3,4
813666648,3,4
814177475,3,4
814687139,3,4
815197166,3,4
815707027,3,4
816216673,3,4
816726645,3,4
817235646,3,4
817745646,3,4
818255646,3,4
818765646,3,4
819274657,3,4
819784645,3,4
820294646,3,4
820804650,3,4
821314648,3,4
821824645,3,4
822334645,3,4
822844645,3,4
823354646,3,4
823864646,3,4
824374665,3,4
824884881,3,4
825394847,3,4
825903647,3,4
826413647,3,4
826923646,3,4
827423662,3,4
827933645,3,4
828443645,3,4
828953667,3,4
829464028,3,4
829973901,3,4
830482868,3,4
830992647,3,4
831502647,3,4
832012646,3,4
832522646,3,4
833032645,3,4
833542667,3,4
834052665,3,4
834562932,3,4
835072826,3,4
835582776,3,4
836092648,3,4
836603645,3,4
837113646,3,4
837623645,3,4
838133665,3,4
838643645,3,4
839153647,3,4
839662645,3,4
840172659,3,4
840682837,3,4
841192740,3,4
841701646,3,4
842211646,3,4
842721646,3,4
843231706,3,4
843741141,3,4
844251223,3,4
844761117,3,4
845270787,3,4
845780646,3,4
846290646,3,4
846799646,3,4
847309646,3,4
847819646,3,4
848329647,3,4
848839989,3,4
849349858,3,4
849860139,3,4
850370462,3,4
850879802,3,4
851388645,3,4
851898646,3,4
852408647,3,4
852918645,3,4
853428664,3,4
853938890,3,4
854448774,3,4
854957645,3,4
855467645,3,4
855977646,3,4
856487646,3,4
856997645,3,4
857507646,3,4
858017689,3,4
858527904,3,4
859037846,3,4
859547714,3,4
860057646,3,4
860566775,3,4
861077460,3,4
861586645,3,4
862096644,3,4
862606644,3,4
863117003,3,4
863626813,3,4
864136760,3,4
864645645,3,4
865155681,3,4
865665677,3,4
866174666,3,4
866684646,3,4
866754801,3,4
866780919,3,4
867289645,3,4
867789668,3,4
868178810,3,4
868688694,3,4
869199039,3,4
869279775,3,4
869789647,3,4
870277739,3,4
870292776,3,4
870802647,3,4
870971753,3,4
871481645,3,4
871991659,3,4
872501646,3,4
873011645,3,4
873521646,3,4
874031658,3,4
874541708,3,4
875051645,3,4
875560671,3,4
876070645,3,4
876580644,3,4
877090646,3,4
877600644,3,4
878110665,3,4
878620644,3,4
879120661,3,4
879630645,3,4
880140645,3,4
880650647,3,4
881160671,3,4
881670662,3,4
882180646,3,4
882690645,3,4
883199645,3,4
883709659,3,4
884219645,3,4
884729646,3,4
885239666,3,4
885749648,3,4
886259645,3,4
886769645,3,4
887279645,3,4
887789667,3,4
888299645,3,4
888809645,3,4
889319645,3,4
889828645,3,4
890338645,3,4
890848646,3,4
891358647,3,4
891868646,3,4
892378646,3,4
892888645,3,4
893398646,3,4
893908658,3,4
894418646,3,4
894928680,3,4
895438646,3,4
895948645,3,4
896458645,3,4
896968647,3,4
897478646,3,4
897988645,3,4
898498647,3,4
899008725,3,4
899518920,3,4
900028914,3,4
900539080,3,4
901049117,3,4
901558870,3,4
902067646,3,4
902577645,3,4
903087661,3,4
903597644,3,4
904108031,3,4
904616645,3,4
905126645,3,4
905636646,3,4
906146646,3,4
906656645,3,4
907166646,3,4
907676645,3,4
908186667,3,4
908696909,3,4
909206793,3,4
909716718,3,4
910226675,3,4
910735660,3,4
911245764,3,4
911755879,3,4
912265647,3,4
912775668,3,4
913286171,3,4
913795768,3,4
914305754,3,4
914815645,3,4
915324647,3,4
915834645,3,4
916343645,3,4
916853645,3,4
916986324,3,4
917495645,3,4
918004847,3,4
918513653,3,4
919024824,3,4
919533646,3,4
920043644,3,4
920553645,3,4
921063645,3,4
921573645,3,4
922084026,3,4
922593856,3,4
923103953,3,4
923613667,3,4
924122647,3,4
924632660,3,4
925142779,3,4
925653529,3,4
926162667,3,4
926673126,3,4
927183265,3,4
927692762,3,4
927774003,3,4
928283648,3,4
928792728,3,4
928949894,3,4
929459646,3,4
929969684,3,4
930480645,3,4
930989645,3,4
931499659,3,4
932009646,3,4
932520763,3,4
933030646,3,4
933540740,3,4
934050896,3,4
934561436,3,4
935070647,3,4
935581265,3,4
936090822,3,4
936600781,3,4
937111646,3,4
937620646,3,4
938130644,3,4
938640646,3,4
939150691,3,4
939660645,3,4
940169962,3,4
940679948,3,4
941190344,3,4
941700657,3,4
942210645,3,4
942719646,3,4
943229663,3,4
943739645,3,4
944248968,3,4
944758951,3,4
945267645,3,4
945777663,3,4
946287645,3,4
946797663,3,4
947307645,3,4
947817647,3,4
948327645,3,4
948837942,3,4
949347907,3,4
949857792,3,4
950367976,3,4
950877659,3,4
951387646,3,4
951896721,3,4
952407355,3,4
952917206,3,4
953427200,3,4
953937188,3,4
954446768,3,4
954956693,3,4
955466645,3,4
955976648,3,4
956486646,3,4
956996645,3,4
957505646,3,4
958016021,3,4
958525921,3,4
959036122,3,4
959546044,3,4
960055761,3,4
960564676,3,4
961075646,3,4
961585680,3,4
962094678,3,4
962604910,3,4
963114659,3,4
963624744,3,4
964133645,3,4
964643645,3,4
965153645,3,4
965663646,3,4
966173646,3,4
966683665,3,4
967193906,3,4
967704018,3,4
968214846,3,4
968723660,3,4
969232645,3,4
969741646,3,4
970251645,3,4
970761645,3,4
971271646,3,4
971781646,3,4
972291645,3,4
972802739,3,4
973312645,3,4
973822666,3,4
974332646,3,4
974842645,3,4
975352680,3,4
975862645,3,4
976372665,3,4
976882645,3,4
977392658,3,4
977902665,3,4
978412646,3,4
978922646,3,4
979431660,3,4
979941646,3,4
980450668,3,4
980960892,3,4
981470863,3,4
981979660,3,4
982489645,3,4
982999676,3,4
983509646,3,4
984019658,3,4
984529645,3,4
985040080,3,4
985549924,3,4
986059798,3,4
986569652,3,4
987079646,3,4
987589646,3,4
988099645,3,4
988608860,3,4
989118646,3,4
989629285,3,4
990139449,3,4
990648791,3,4
991158653,3,4
991667646,3,4
992176660,3,4
992686646,3,4
993196645,3,4
993706646,3,4
994216645,3,4
994726646,3,4
995236666,3,4
995746646,3,4
996256658,3,4
996766646,3,4
997276646,3,4
997786645,3,4
998296646,3,4
998806667,3,4
999317217,3,4
999826870,3,4
1000336664,3,4
1000845645,3,4
1001355651,3,4
1001865645,3,4
1002375667,3,4
1002885645,3,4
1003395665,3,4
1003905944,3,4
1004415833,3,4
1004926046,3,4
1005436646,3,4
1005947661,3,4
1006456646,3,4
1006966645,3,4
1007476645,3,4
1007986646,3,4
1008495646,3,4
1009004877,3,4
1009514783,3,4
1010024646,3,4
1010534850,3,4
1011043658,3,4
1011553644,3,4
1012063660,3,4
1012574528,3,4
1013084107,3,4
1013594145,3,4
1014104214,3,4
1014613709,3,4
1015123652,3,4
1015633646,3,4
1016142645,3,4
1016652648,3,4
1017162646,3,4
1017672921,3,4
1018182892,3,4
1018692715,3,4
1019203110,3,4
1019712845,3,4
1020221646,3,4
1020731645,3,4
1021241666,3,4
1021752645,3,4
1022261924,3,4
1022771891,3,4
1023281733,3,4
1023791784,3,4
1024300648,3,4
1024810645,3,4
1025320645,3,4
1025831750,3,4
1026340646,3,4
1026851029,3,4
1027360858,3,4
1027870827,3,4
1028380646,3,4
1028890646,3,4
1029400666,3,4
1029910646,3,4
1030420665,3,4
1030930646,3,4
1031439649,3,4
1031950040,3,4
1032459665,3,4
1032518665,3,4
1033028646,3,4
1033538657,3,4
1033707677,3,4
1034217645,3,4
1034727671,3,4
1035238644,3,4
1035748646,3,4
1036258672,3,4
1036768867,3,4
1037278773,3,4
1037788708,3,4
1038297798,3,4
1038807795,3,4
1039319099,3,4
1039828646,3,4
1040337646,3,4
1040847667,3,4
1041357895,3,4
1041867837,3,4
