timestamp,safety_switch_available,safety_off
538982607,1,1
539995654,1,1
541000607,1,1
542007607,1,1
543008129,1,1
544016607,1,1
545025607,1,1
546034607,1,1
547043607,1,1
548051607,1,1
549058611,1,1
550067629,1,1
551076650,1,1
552085645,1,1
553094607,1,1
554103609,1,1
555111607,1,1
556120607,1,1
557129607,1,1
558137607,1,1
559146607,1,1
560155623,1,1
561165101,1,1
562173607,1,1
563183607,1,1
564191607,1,1
565200629,1,1
566209630,1,1
567217610,1,1
568226607,1,1
569227607,1,1
570237607,1,1
571246607,1,1
572255629,1,1
573265061,1,1
574272607,1,1
575281607,1,1
576290867,1,1
577299630,1,1
578308607,1,1
579317607,1,1
580325607,1,1
581335607,1,1
582344607,1,1
583352608,1,1
584363607,1,1
585371607,1,1
586381607,1,1
587389607,1,1
588398607,1,1
589407607,1,1
590416607,1,1
591425607,1,1
592434607,1,1
593443630,1,1
594445607,1,1
595455607,1,1
596464287,1,1
597466623,1,1
598475607,1,1
599484607,1,1
600492607,1,1
601502607,1,1
602510607,1,1
603513607,1,1
604521607,1,1
605530607,1,1
606539629,1,1
607548607,1,1
608556607,1,1
609563623,1,1
610572621,1,1
611581607,1,1
612591018,1,1
613594607,1,1
614599629,1,1
615609874,1,1
616618607,1,1
617627739,1,1
618636607,1,1
619637607,1,1
620646607,1,1
621655607,1,1
622663607,1,1
623672630,1,1
624680607,1,1
625689631,1,1
626698608,1,1
627707640,1,1
628717630,1,1
629726974,1,1
630735609,1,1
631744607,1,1
632751607,1,1
633758607,1,1
634767608,1,1
635774629,1,1
636783607,1,1
637791607,1,1
638800607,1,1
639809607,1,1
640818630,1,1
641828608,1,1
642836855,1,1
643845607,1,1
644854623,1,1
645863607,1,1
646873769,1,1
647883709,1,1
648891607,1,1
649899983,1,1
650909774,1,1
651917607,1,1
652926607,1,1
653935831,1,1
654944799,1,1
655953607,1,1
656962607,1,1
657971607,1,1
658980607,1,1
659988607,1,1
660997607,1,1
662008786,1,1
663014607,1,1
664022607,1,1
665032607,1,1
666040607,1,1
667048607,1,1
668057607,1,1
669067607,1,1
670075607,1,1
671084631,1,1
672093631,1,1
673102892,1,1
674113017,1,1
675121794,1,1
676129607,1,1
677139632,1,1
678148607,1,1
679157608,1,1
680167607,1,1
681176607,1,1
682185803,1,1
683195607,1,1
684204607,1,1
685212607,1,1
686220607,1,1
687229646,1,1
688237770,1,1
689246607,1,1
690255648,1,1
691264607,1,1
692273623,1,1
693283628,1,1
694283644,1,1
695292607,1,1
696301607,1,1
697311122,1,1
698318607,1,1
699326607,1,1
700327314,1,1
701335632,1,1
702343607,1,1
703350630,1,1
704359607,1,1
705368607,1,1
706377607,1,1
707385607,1,1
708394607,1,1
709402629,1,1
710411607,1,1
711420607,1,1
712431216,1,1
713439607,1,1
714443607,1,1
715453607,1,1
716463607,1,1
717471607,1,1
718480607,1,1
719489607,1,1
720498607,1,1
721506622,1,1
722515607,1,1
723524607,1,1
724533628,1,1
725537684,1,1
726545607,1,1
727554607,1,1
728559608,1,1
729569607,1,1
730578609,1,1
731587607,1,1
732596608,1,1
733605607,1,1
734615609,1,1
735623607,1,1
736632607,1,1
737641608,1,1
738650607,1,1
739659607,1,1
740668607,1,1
741676607,1,1
742686607,1,1
743695728,1,1
744704633,1,1
745713721,1,1
746722607,1,1
747731716,1,1
748740607,1,1
749748607,1,1
750757634,1,1
751766607,1,1
752775753,1,1
753784607,1,1
754791607,1,1
755800607,1,1
756809607,1,1
757818607,1,1
758827936,1,1
759835607,1,1
760844607,1,1
761853620,1,1
762862607,1,1
763871894,1,1
764879609,1,1
765888607,1,1
766897726,1,1
767906607,1,1
768915972,1,1
769924607,1,1
770934607,1,1
771943607,1,1
772951772,1,1
773960607,1,1
774969608,1,1
775974608,1,1
776983607,1,1
777991629,1,1
779001608,1,1
780009607,1,1
781018608,1,1
782027607,1,1
783036607,1,1
784045607,1,1
785055607,1,1
786065607,1,1
787074607,1,1
788082630,1,1
789091607,1,1
790100607,1,1
791109607,1,1
792120394,1,1
793127651,1,1
794136607,1,1
795146029,1,1
796154607,1,1
797163770,1,1
798172607,1,1
799180607,1,1
800189919,1,1
801198607,1,1
802207675,1,1
803217607,1,1
804225761,1,1
805235607,1,1
806244200,1,1
807252607,1,1
808261608,1,1
809270607,1,1
810279608,1,1
811288607,1,1
812296607,1,1
813303607,1,1
814312607,1,1
815322145,1,1
816330611,1,1
817338607,1,1
818347701,1,1
819355607,1,1
820364629,1,1
821373607,1,1
822382607,1,1
823391608,1,1
824400608,1,1
825408607,1,1
826413607,1,1
827423608,1,1
828432607,1,1
829441607,1,1
830449607,1,1
831458607,1,1
832467607,1,1
833476607,1,1
834485607,1,1
835494607,1,1
836503607,1,1
837513607,1,1
838523041,1,1
839530607,1,1
840539607,1,1
841547607,1,1
842556608,1,1
843564607,1,1
844573607,1,1
845582607,1,1
846590607,1,1
847599607,1,1
848608630,1,1
849617607,1,1
850626607,1,1
851634607,1,1
852643629,1,1
853652607,1,1
854660607,1,1
855669736,1,1
856678607,1,1
857687762,1,1
858696607,1,1
859705848,1,1
860713609,1,1
861722607,1,1
862731607,1,1
863740607,1,1
864748607,1,1
865756644,1,1
866769607,1,1
867778607,1,1
868781363,1,1
869789607,1,1
870791607,1,1
871793607,1,1
872802607,1,1
873811607,1,1
874820608,1,1
875828607,1,1
876837715,1,1
877846629,1,1
878855794,1,1
879865622,1,1
880874607,1,1
881883624,1,1
882891607,1,1
883900607,1,1
884909746,1,1
885918607,1,1
886927788,1,1
887936607,1,1
888946093,1,1
889953612,1,1
890962607,1,1
891972093,1,1
892980608,1,1
893989607,1,1
894998607,1,1
896007607,1,1
897016607,1,1
898025607,1,1
899034607,1,1
900043989,1,1
901049066,1,1
902056611,1,1
903065607,1,1
904074763,1,1
905082607,1,1
906091607,1,1
907100608,1,1
908109607,1,1
909118607,1,1
910127607,1,1
911135630,1,1
912144607,1,1
913153607,1,1
914162607,1,1
915170607,1,1
916178607,1,1
917187730,1,1
918194811,1,1
919203628,1,1
920212607,1,1
921221620,1,1
922230607,1,1
923239629,1,1
924247607,1,1
925256607,1,1
926265607,1,1
927274607,1,1
928283607,1,1
929283607,1,1
930293607,1,1
931301835,1,1
932312054,1,1
933320607,1,1
934329626,1,1
935338607,1,1
936347611,1,1
937356607,1,1
938365607,1,1
939374607,1,1
940382607,1,1
941392607,1,1
942400607,1,1
943409833,1,1
944417626,1,1
945425607,1,1
946434608,1,1
947443607,1,1
948452607,1,1
949461607,1,1
950470607,1,1
951478673,1,1
952487607,1,1
953497050,1,1
954505607,1,1
955514633,1,1
956523607,1,1
957531607,1,1
958540607,1,1
959546007,1,1
960553607,1,1
961564003,1,1
962571608,1,1
963580607,1,1
964588607,1,1
965597607,1,1
966606607,1,1
967615607,1,1
968624607,1,1
969631607,1,1
970640607,1,1
971649607,1,1
972659623,1,1
973668607,1,1
974677608,1,1
975686607,1,1
976695608,1,1
977704607,1,1
978713607,1,1
979721607,1,1
980729607,1,1
981737607,1,1
982746607,1,1
983755630,1,1
984764699,1,1
985773607,1,1
986782660,1,1
987791607,1,1
988799607,1,1
989808608,1,1
990817607,1,1
991824630,1,1
992833629,1,1
993842607,1,1
994851607,1,1
995860607,1,1
996869623,1,1
997878607,1,1
998887607,1,1
999896793,1,1
1000904633,1,1
1001913996,1,1
1002922629,1,1
1003931753,1,1
1004941627,1,1
1005947607,1,1
1006955607,1,1
1007964607,1,1
1008971607,1,1
1009980806,1,1
1010988630,1,1
1011997607,1,1
1013006607,1,1
1014015607,1,1
1015024607,1,1
1016032607,1,1
1017041607,1,1
1018050607,1,1
1019059607,1,1
1020067607,1,1
1021076630,1,1
1022085607,1,1
1023094630,1,1
1024102608,1,1
1025111630,1,1
1026120607,1,1
1027129624,1,1
1028138607,1,1
1029147628,1,1
1030156629,1,1
1031164607,1,1
1032173607,1,1
1033175607,1,1
1034184608,1,1
1035194734,1,1
1036203631,1,1
1037212758,1,1
1038220630,1,1
1039229607,1,1
1040238607,1,1
1041247878,1,1
1042256630,1,1
1043265607,1,1
1044275607,1,1
1045282607,1,1
1046291621,1,1
1047299607,1,1
1048308607,1,1
1049317607,1,1
1050326668,1,1
1051334630,1,1
1052343607,1,1
1053345629,1,1
1054346607,1,1
1055355607,1,1
1056363607,1,1
1057367607,1,1
1058376607,1,1
1059385607,1,1
1060394607,1,1
1061402607,1,1
1062410650,1,1
1063419712,1,1
1064428630,1,1
1065436607,1,1
1066444607,1,1
1067451607,1,1
1068460607,1,1
1069469622,1,1
1070478607,1,1
1071486608,1,1
1072495607,1,1
1073504608,1,1
1074513629,1,1
1075522623,1,1
1076531607,1,1
1077539607,1,1
1078548835,1,1
1079557628,1,1
1080566851,1,1
1081576608,1,1
1082584607,1,1
1083592765,1,1
1084601630,1,1
1085610991,1,1
1086619607,1,1
1087626607,1,1
1088635607,1,1
1089644607,1,1
1090653607,1,1
1091662770,1,1
1092671607,1,1
1093679607,1,1
1094688658,1,1
1095697607,1,1
1096706918,1,1
1097715607,1,1
1098724643,1,1
1099733623,1,1
1100741607,1,1
1101751607,1,1
1102759607,1,1
1103764606,1,1
1104773735,1,1
1105782607,1,1
1106792204,1,1
1107799661,1,1
1108808607,1,1
1109818035,1,1
1110826607,1,1
1111835744,1,1
1112845607,1,1
1113854607,1,1
1114863607,1,1
1115872622,1,1
1116880629,1,1
1117889607,1,1
1118898634,1,1
1119900928,1,1
1120909608,1,1
1121918775,1,1
1122927607,1,1
1123937607,1,1
1124947607,1,1
1125956608,1,1
1126963607,1,1
1127972607,1,1
1128982607,1,1
1129984051,1,1
1130991607,1,1
1132000607,1,1
1133010235,1,1
1134017607,1,1
1135025607,1,1
1136034607,1,1
1137043607,1,1
1138053802,1,1
1139062607,1,1
1140071607,1,1
1141081608,1,1
1142090607,1,1
1143099607,1,1
1144108728,1,1
1145117607,1,1
1146126607,1,1
1147134607,1,1
1148143607,1,1
1149144608,1,1
1150149607,1,1
1151158607,1,1
1152165607,1,1
1153175607,1,1
1154182608,1,1
1155190607,1,1
1156199674,1,1
1157208607,1,1
1158217811,1,1
1159226010,1,1
1160234607,1,1
1161243821,1,1
1162252607,1,1
1163261623,1,1
1164270640,1,1
1165278607,1,1
1166287621,1,1
1167296607,1,1
1168305607,1,1
1169306607,1,1
1170307607,1,1
1171325607,1,1
1172330607,1,1
1173331607,1,1
1174340771,1,1
1175348619,1,1
1176353607,1,1
1177361774,1,1
1178370607,1,1
1179381607,1,1
1180385607,1,1
1181393629,1,1
1182401607,1,1
1183409607,1,1
1184418607,1,1
1185427607,1,1
1186435607,1,1
1187444629,1,1
1188453607,1,1
1189462607,1,1
1190471635,1,1
1191481607,1,1
1192489607,1,1
1193498607,1,1
1194506607,1,1
1195515607,1,1
1196524607,1,1
1197532608,1,1
1198541635,1,1
1199550607,1,1
1200559824,1,1
1201568620,1,1
1202576607,1,1
1203585688,1,1
1204594607,1,1
1205603607,1,1
1206613607,1,1
1207620642,1,1
1208629607,1,1
1209638607,1,1
1210647607,1,1
1211655621,1,1
1212664630,1,1
1213673607,1,1
1214682640,1,1
1215691607,1,1
1216700607,1,1
1217704607,1,1
1218713877,1,1
1219722607,1,1
1220731646,1,1
1221740607,1,1
1222748607,1,1
1223757691,1,1
1224767607,1,1
1225776607,1,1
1226785755,1,1
1227795607,1,1
1228804607,1,1
1229813607,1,1
1230821607,1,1
1231830607,1,1
1232839607,1,1
1233848677,1,1
1234857616,1,1
1235865632,1,1
1236874761,1,1
1237883608,1,1
1238892607,1,1
1239901607,1,1
1240904151,1,1
1241909607,1,1
1242916607,1,1
1243925607,1,1
1244933607,1,1
1245941607,1,1
1246951607,1,1
1247959608,1,1
1248967607,1,1
1249975607,1,1
1250984991,1,1
1251992607,1,1
1253000608,1,1
1254008607,1,1
1255017607,1,1
1256023607,1,1
1257031607,1,1
1258040607,1,1
1259049607,1,1
1260058607,1,1
1261066607,1,1
1262075607,1,1
1263083645,1,1
1264085607,1,1
1265094693,1,1
1266103607,1,1
1267112607,1,1
1268121607,1,1
1269129624,1,1
1270138607,1,1
1271147607,1,1
1272155607,1,1
1273163630,1,1
1274172607,1,1
1275180739,1,1
1276190607,1,1
1277197608,1,1
1278206790,1,1
1279215607,1,1
1280224607,1,1
1281232608,1,1
1282241607,1,1
1283249629,1,1
1284260607,1,1
1285269607,1,1
1286278607,1,1
1287288140,1,1
1288296607,1,1
1289305647,1,1
1290314608,1,1
1291322607,1,1
1292332607,1,1
1293341607,1,1
1294346630,1,1
1295357781,1,1
1296366175,1,1
1297372623,1,1
1298374607,1,1
1299374607,1,1
1300383607,1,1
1301392688,1,1
1302401607,1,1
1303410655,1,1
1304419608,1,1
1305427607,1,1
1306436739,1,1
1307437607,1,1
1308440607,1,1
1309449621,1,1
1310458607,1,1
1311467607,1,1
1312475607,1,1
1313484609,1,1
1314493607,1,1
1315501607,1,1
1316510607,1,1
1317519607,1,1
1318527607,1,1
1319536607,1,1
1320545607,1,1
1321554607,1,1
1322563607,1,1
1323572741,1,1
1324581782,1,1
1325590629,1,1
1326599607,1,1
1327608607,1,1
1328617607,1,1
1329626607,1,1
1330636607,1,1
1331645681,1,1
1332654607,1,1
1333664166,1,1
1334664607,1,1
1335665607,1,1
1336673607,1,1
1337682695,1,1
1338691607,1,1
1339699635,1,1
1340708752,1,1
1341717607,1,1
1342726607,1,1
1343735607,1,1
1344743607,1,1
1345752653,1,1
1346761607,1,1
1347770607,1,1
1348771607,1,1
1349772607,1,1
1350781607,1,1
1351789607,1,1
1352797809,1,1
1353806607,1,1
1354814607,1,1
1355821921,1,1
1356830608,1,1
1357839824,1,1
1358841607,1,1
1359850607,1,1
1360859607,1,1
1361868818,1,1
1362876647,1,1
1363885607,1,1
1364893607,1,1
1365895607,1,1
1366904607,1,1
1367913607,1,1
1368922607,1,1
1369931612,1,1
1370941613,1,1
1371948607,1,1
1372957695,1,1
1373966607,1,1
1374975630,1,1
1375984607,1,1
1376993607,1,1
1378001607,1,1
1379010607,1,1
1380019607,1,1
1381028702,1,1
1382037607,1,1
1383046623,1,1
1384055607,1,1
1385064632,1,1
1386074801,1,1
1387083607,1,1
1388092611,1,1
1389102788,1,1
1390111608,1,1
1391119607,1,1
1392128607,1,1
1393137607,1,1
1394146607,1,1
1395155634,1,1
1396164629,1,1
1397173795,1,1
1398182607,1,1
1399191607,1,1
1400199814,1,1
1401208607,1,1
1402217607,1,1
1403226610,1,1
1404235607,1,1
1405240644,1,1
1406249903,1,1
1407258607,1,1
1408267773,1,1
1409276159,1,1
1410284607,1,1
1411293819,1,1
1412303607,1,1
1413312666,1,1
1414321619,1,1
1415330607,1,1
1416338607,1,1
1417347607,1,1
1418354607,1,1
1419363613,1,1
1420372607,1,1
1421382608,1,1
1422390622,1,1
1423401082,1,1
1424408663,1,1
1425417614,1,1
1426427126,1,1
1427435607,1,1
1428444609,1,1
1429452630,1,1
1430461607,1,1
1431470607,1,1
1432479713,1,1
1433488607,1,1
1434497607,1,1
1435505607,1,1
1436514607,1,1
1437523608,1,1
1438532607,1,1
1439541607,1,1
1440550629,1,1
1441558607,1,1
1442567668,1,1
1443577607,1,1
1444586607,1,1
1445594607,1,1
1446603607,1,1
1447612630,1,1
1448621607,1,1
1449631607,1,1
1450639625,1,1
1451648671,1,1
1452657607,1,1
1453662628,1,1
1454670630,1,1
1455680607,1,1
1456689607,1,1
1457698607,1,1
1458706607,1,1
1459715607,1,1
1460725622,1,1
1461735013,1,1
1462743607,1,1
1463752629,1,1
1464761607,1,1
1465770607,1,1
1466780607,1,1
1467789607,1,1
1468798608,1,1
1469806629,1,1
1470815701,1,1
1471824607,1,1
1472833607,1,1
1473842608,1,1
1474850607,1,1
1475860607,1,1
1476869631,1,1
1477878607,1,1
1478887015,1,1
1479896607,1,1
1480904607,1,1
1481913607,1,1
1482922747,1,1
1483931624,1,1
1484940774,1,1
1485948638,1,1
1486957630,1,1
1487966607,1,1
1488975607,1,1
1489984607,1,1
1490994607,1,1
1492003747,1,1
1493012607,1,1
1494020607,1,1
1495029613,1,1
1496038607,1,1
1497047632,1,1
1498055690,1,1
1499064607,1,1
1500073606,1,1
1501078607,1,1
1502087650,1,1
1503097629,1,1
1504105843,1,1
1505114607,1,1
1506123607,1,1
1507133607,1,1
1508141607,1,1
1509149608,1,1
1510158607,1,1
1511168877,1,1
1512177637,1,1
1513186761,1,1
